fighter_name,ko/tko_wins,submission_wins,decision_wins,win_streak,lose_streak,longest_win_streak,longest_lose_streak,title_fight_wins,reach_in,height_in,weight_in,dob_in,stance_Open,stance_Orthodox,stance_Sideways,stance_Southpaw,stance_Switch,fighter_name_norm,name,url,total_fights,wins,losses,draw,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedown_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_def,takedown_def,knockdown_avg,avg_fight_time_seconds,str_standing,str_clinch,str_ground,str_head,str_body,str_leg,img,name_norm
Shunichi Shimizu,0,1,0,0,1,0,1,0,72.0,65.0,135.0,1985.0,False,True,False,False,False,shunichi shimizu,Shunichi Shimizu,https://www.ufc.com/athlete/shunichi-shimizu,47,28,9,10,2.0,6.0,0.0,6.0,0.14,4.68,0.0,0.0,31.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/c20b4577-2a27-4e26-b0e2-2d0fc26f9748%252FShunichi-Shimizu_462282_LeftFullBodyImage.png?itok=CLy5UC8e,shunichi shimizu
Wade Shipp,1,0,0,0,1,0,1,0,72.0,75.0,245.0,1975.0,False,True,False,False,False,wade shipp,Wade Shipp,https://www.ufc.com/athlete/wade-shipp,6,4,2,0,20.0,23.0,0.0,0.0,4.29,2.14,0.0,0.0,75.0,0.0,4.0,0.0,4.0,15.0,1.0,11.0,7.0,2.0,,wade shipp
Josh Shockley,1,0,1,0,2,0,2,0,72.0,73.0,155.0,1989.0,False,True,False,False,False,josh shockley,Josh Shockley,https://www.ufc.com/athlete/josh-shockley,15,11,4,0,28.0,84.0,0.0,2.0,1.4,1.75,0.0,0.75,60.0,62.0,0.0,599.0,17.0,8.0,3.0,20.0,7.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/5f13ea5a-96be-4fc9-91e4-347721599b46%252FJosh-Shockley_485280_LeftFullBodyImage.png?itok=mrq-hNO3,josh shockley
Liudvik Sholinian,0,0,2,0,2,0,2,0,71.0,70.0,135.0,1990.0,False,True,False,False,False,liudvik sholinian,Liudvik Sholinian,https://www.ufc.com/athlete/liudvik-sholinian,13,9,4,0,75.0,244.0,0.0,6.0,2.5,5.67,0.0,0.0,56.0,67.0,0.0,900.0,62.0,9.0,4.0,55.0,18.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-11/SHOLINIAN_LIUDVIK_L_11-05.png?itok=Mnmo_P3Z,liudvik sholinian
Jack Shore,1,5,3,0,2,5,2,0,71.0,68.0,145.0,1995.0,False,True,False,False,False,jack shore,Jack Shore,https://www.ufc.com/athlete/jack-shore,20,17,3,0,352.0,604.0,4.0,53.0,3.6,2.31,3.22,0.61,56.0,74.0,0.31,652.0,250.0,46.0,56.0,243.0,52.0,57.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/SHORE_JACK_L_11-02.png?itok=X5a7c4mf,jack shore
Ronal Siahaan,0,1,0,0,1,0,1,0,71.0,67.0,125.0,1996.0,False,False,False,True,False,ronal siahaan,Ronal Siahaan,https://www.ufc.com/athlete/ronal-siahaan,1,0,1,0,4.0,6.0,0.0,0.0,0.63,6.17,0.0,0.0,25.0,25.0,0.0,379.0,3.0,1.0,0.0,2.0,0.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/SIAHAAN_RONAL_R.png?itok=snpI2QJK,ronal siahaan
Sam Sicilia,5,3,4,0,3,2,3,0,67.0,68.0,145.0,1986.0,False,True,False,False,False,sam sicilia,Sam Sicilia,https://www.ufc.com/athlete/sam-sicilia,23,15,8,0,255.0,761.0,0.0,23.0,2.46,3.55,1.45,0.87,59.0,70.0,0.14,519.0,168.0,32.0,55.0,175.0,50.0,30.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/81012f30-922c-4c98-90c4-bc96fc40d642%252FSam-Sicilia_269245_LeftFullBodyImage.png?itok=txnoHJ6q,sam sicilia
Serhiy Sidey,1,0,3,2,0,2,1,0,72.0,71.0,135.0,1996.0,False,False,False,False,True,serhiy sidey,Serhiy Sidey,https://www.ufc.com/athlete/serhiy-sidey,14,12,2,0,213.0,533.0,0.0,20.0,4.49,4.26,1.58,1.26,54.0,20.0,0.32,712.0,192.0,19.0,2.0,128.0,60.0,25.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/SIDEY_SERHIY_L_11-02.png?itok=C1HEi-zp,serhiy sidey
Steven Siler,2,1,6,0,3,3,3,0,70.0,71.0,145.0,1987.0,False,True,False,False,False,steven siler,Steven Siler,https://www.ufc.com/athlete/steven-siler,36,23,13,0,305.0,734.0,0.0,14.0,3.21,2.96,0.47,1.58,55.0,55.0,0.16,633.0,179.0,99.0,27.0,194.0,78.0,33.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/0c644b3c-afcd-458c-9fbb-ff00861db42a%252FSteven-Siler_231415_LeftFullBodyImage.png?itok=caCN3Sis,steven siler
Assuerio Silva,1,2,2,0,4,2,4,0,72.0,70.0,241.0,1974.0,False,True,False,False,False,assuerio silva,Assuerio Silva,https://www.ufc.com/athlete/assuerio-silva,36,32,4,0,72.0,156.0,0.0,26.0,1.42,4.2,2.66,1.78,54.0,25.0,0.3,507.0,54.0,9.0,9.0,25.0,26.0,21.0,,assuerio silva
Anderson Silva,24,5,11,0,3,17,3,11,77.0,74.0,185.0,1975.0,False,False,False,True,False,anderson silva,Anderson Silva,https://www.ufc.com/athlete/anderson-silva,45,34,11,0,1282.0,2084.0,3.0,18.0,3.05,2.05,0.5,0.79,61.0,69.0,0.86,615.0,839.0,202.0,241.0,756.0,241.0,285.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Anderson_Silva/SILVA_ANDERSON_L.png?VersionId=oqn6CIQraQL7H1Maglm56oOzYSKBL0n0&itok=4ubObOoO,anderson silva
Wanderlei Silva,24,1,12,1,0,8,3,6,74.0,71.0,205.0,1976.0,False,True,False,False,False,wanderlei silva,Wanderlei Silva,https://www.ufc.com/athlete/wanderlei-silva,48,35,12,1,911.0,2275.0,0.0,39.0,2.79,2.19,0.97,0.6,60.0,63.0,1.06,612.0,470.0,177.0,264.0,629.0,119.0,163.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Wanderlei_Silva/Wanderlei-Silva-020.png?VersionId=_7.yj7CNSmGi.YAfql30srzeH5mVuinK&itok=PUDsIdg1,wanderlei silva
Jean Silva,0,0,1,0,1,0,1,0,72.0,66.0,160.0,1977.0,False,True,False,False,False,jean silva,Jean Silva,https://www.ufc.com/athlete/jean-silva,19,16,3,0,287.0,559.0,1.0,4.0,4.79,4.69,0.5,0.75,54.0,79.0,1.25,514.0,241.0,34.0,12.0,199.0,75.0,13.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-02/SILVA_JEAN_L_02-22.png?itok=N-LRXg-5,jean silva
Jay Silva,0,0,2,0,2,0,2,0,72.0,74.0,185.0,1981.0,False,False,False,True,False,jay silva,Jay Silva,https://www.ufc.com/athlete/jay-silva,8,5,3,0,34.0,98.0,0.0,2.0,1.13,3.07,0.0,1.0,40.0,38.0,0.0,900.0,24.0,7.0,3.0,27.0,7.0,0.0,,jay silva
Antonio Silva,15,1,3,0,3,4,3,0,82.0,76.0,264.0,1979.0,False,True,False,False,False,antonio silva,Antonio Silva,https://www.ufc.com/athlete/antonio-silva,29,19,10,0,423.0,928.0,0.0,27.0,2.89,3.09,0.82,0.82,50.0,67.0,0.82,439.0,237.0,92.0,94.0,287.0,58.0,78.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/4959ccda-9494-429b-b77e-538b406e5cd2%252FAntonio-Silva_241130_LeftFullBodyImage.png?itok=LuLjwDww,antonio silva
Erick Silva,6,5,3,0,2,2,2,0,74.0,72.0,170.0,1984.0,False,True,False,False,False,erick silva,Erick Silva,https://www.ufc.com/athlete/erick-silva,28,19,9,0,265.0,544.0,6.0,17.0,2.5,4.18,0.85,1.41,50.0,57.0,0.42,424.0,170.0,33.0,62.0,146.0,77.0,42.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/ce687701-f43e-4d3b-af71-7700204c42cc%252FErick-Silva_148105_LeftFullBodyImage.png?itok=tPDihgyU,erick silva
Leandro Silva,0,1,6,0,2,2,2,0,72.0,69.0,155.0,1985.0,False,True,False,False,False,leandro silva,Leandro Silva,https://www.ufc.com/athlete/leandro-silva,24,19,4,1,244.0,502.0,0.0,32.0,2.39,2.08,1.76,0.44,63.0,66.0,0.0,765.0,210.0,29.0,5.0,122.0,64.0,58.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/903b7e5a-d002-4081-b883-b472aa7fb1b3%252FLeandro-Silva_312129_LeftFullBodyImage.png?itok=evpQnqiw,leandro silva
Claudio Silva,0,3,5,0,3,5,3,0,71.0,71.0,170.0,1982.0,False,False,False,True,False,claudio silva,Claudio Silva,https://www.ufc.com/athlete/claudio-silva,18,14,4,0,235.0,559.0,7.0,67.0,2.48,3.0,2.85,1.11,46.0,44.0,0.0,710.0,168.0,11.0,56.0,129.0,50.0,56.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-05/SILVA_CLAUDIO_L_05-22.png?itok=0mNG0c2H,claudio silva
Wagner Silva,0,2,0,0,2,0,2,0,72.0,72.0,170.0,1987.0,False,True,False,False,False,wagner silva,Wagner Silva,https://www.ufc.com/athlete/wagner-silva,6,3,3,0,33.0,111.0,0.0,1.0,1.69,2.87,0.0,0.0,66.0,58.0,0.0,586.0,30.0,2.0,1.0,14.0,6.0,13.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/77b67615-638e-4d4a-8dd9-46dc27146bc6%252Fwagner-silva-gomes_477656_LeftFullBodyImage.png?itok=9E7UB1LR,wagner silva
Joaquim Silva,6,0,6,1,0,3,2,0,69.0,68.0,155.0,1989.0,False,False,False,True,False,joaquim silva,Joaquim Silva,https://www.ufc.com/athlete/joaquim-silva,20,14,6,0,449.0,1042.0,0.0,6.0,3.43,4.17,0.34,0.8,54.0,71.0,0.46,655.0,342.0,73.0,34.0,263.0,129.0,57.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-05/SILVA_JOAQUIM_L_05-04.png?itok=oQ2D9YIn,joaquim silva
Felipe Silva,2,1,0,0,2,1,2,0,77.0,72.0,155.0,1984.0,False,True,False,False,False,felipe silva,Felipe Silva,https://www.ufc.com/athlete/felipe-silva,10,8,2,0,81.0,162.0,1.0,1.0,5.4,1.8,1.0,0.0,59.0,71.0,2.0,300.0,36.0,7.0,38.0,54.0,16.0,11.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67949/profile-galery/fullbodyleft-picture/felipe-silva_599175_LeftFullBodyImage.png?VersionId=a2XHAi8gSThXLdwKEOSORiWNxmujodCR&itok=-waxzCl9,felipe silva
Bruno Silva,5,2,2,1,0,4,2,0,65.0,64.0,125.0,1990.0,False,True,False,False,False,bruno silva,Bruno Silva,https://www.ufc.com/athlete/bruno-silva-blindado,36,23,13,0,376.0,783.0,2.0,22.0,3.86,5.35,0.77,0.0,42.0,74.0,0.31,531.0,274.0,44.0,58.0,284.0,58.0,34.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/4/SILVA_BRUNO_L_3-30.png?itok=_XV40P92,bruno silva
Bruno Silva,5,2,2,1,0,4,2,0,65.0,64.0,125.0,1990.0,False,True,False,False,False,bruno silva,Bruno Silva,https://www.ufc.com/athlete/bruno-silva,23,14,7,2,353.0,713.0,2.0,46.0,3.83,4.81,1.79,0.16,50.0,60.0,0.98,615.0,287.0,24.0,42.0,196.0,80.0,77.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-10/SILVA_BRUNO_L_10-18.png?itok=i6Ps9Aa_,bruno silva
Bruno Silva,5,2,4,0,5,3,5,0,74.0,72.0,185.0,1989.0,False,True,False,False,False,bruno silva,Bruno Silva,https://www.ufc.com/athlete/bruno-silva-blindado,36,23,13,0,376.0,783.0,2.0,22.0,3.86,5.35,0.77,0.0,42.0,74.0,0.31,531.0,274.0,44.0,58.0,284.0,58.0,34.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/4/SILVA_BRUNO_L_3-30.png?itok=_XV40P92,bruno silva
Bruno Silva,5,2,4,0,5,3,5,0,74.0,72.0,185.0,1989.0,False,True,False,False,False,bruno silva,Bruno Silva,https://www.ufc.com/athlete/bruno-silva,23,14,7,2,353.0,713.0,2.0,46.0,3.83,4.81,1.79,0.16,50.0,60.0,0.98,615.0,287.0,24.0,42.0,196.0,80.0,77.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-10/SILVA_BRUNO_L_10-18.png?itok=i6Ps9Aa_,bruno silva
Gabriel Silva,0,0,2,0,2,0,2,0,71.0,66.0,135.0,1994.0,False,True,False,False,False,gabriel silva,Gabriel Silva,https://www.ufc.com/athlete/gabriel-silva,9,7,2,0,39.0,113.0,1.0,12.0,1.3,3.47,1.5,0.5,46.0,38.0,0.0,900.0,33.0,3.0,3.0,29.0,6.0,4.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-02/SILVA_GABRIEL_L.png?VersionId=INnOUyEtgqgx3AjEOZ9WCmaxJP.sGglh&itok=x_j_I6IV,gabriel silva
Jacob Silva,0,1,1,0,2,0,2,0,67.0,65.0,125.0,1988.0,False,True,False,False,False,jacob silva,Jacob Silva,https://www.ufc.com/athlete/jacob-silva,2,0,2,0,83.0,186.0,0.0,2.0,4.17,4.92,1.51,0.0,57.0,67.0,0.0,597.0,73.0,6.0,4.0,56.0,19.0,8.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/8c9c516e-2802-481e-a771-06878c0d0bd6%252FSILVA_JACOB_L.png?itok=G7yCYdKc,jacob silva
Natalia Silva,2,0,5,7,0,7,0,0,65.0,64.0,125.0,1997.0,False,False,False,True,False,natalia silva,Natalia Silva,https://www.ufc.com/athlete/natalia-silva,25,19,5,1,451.0,976.0,2.0,8.0,5.04,2.46,0.34,0.0,65.0,92.0,0.34,766.0,424.0,12.0,15.0,264.0,99.0,88.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/5/SILVA_NATALIA_L_09-07.png?itok=aL_hYYJ4,natalia silva
Jansey Silva,0,1,0,0,1,0,1,0,67.0,74.0,185.0,1995.0,False,True,False,False,False,jansey silva,Jansey Silva,https://www.ufc.com/athlete/trevin-dzhayls-3,1,0,1,0,2.0,5.0,0.0,0.0,0.46,2.32,0.0,0.0,33.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/71797%252Fprofile-galery%252Ffullbodyright-picture%252FSILVA_JANSEY_R.png?itok=D74m_GN3,jansey silva
Maria Silva,0,0,2,0,1,1,1,0,64.0,63.0,115.0,1995.0,False,True,False,False,False,maria silva,Maria Silva,https://www.ufc.com/athlete/mariya-agapova-3,2,1,1,0,90.0,156.0,0.0,4.0,3.0,1.13,2.0,0.5,63.0,56.0,0.0,900.0,48.0,15.0,27.0,39.0,23.0,28.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/71819%252Fprofile-galery%252Ffullbodyleft-picture%252FSILVA_MARIA_L.png?itok=46cSVTpv,maria silva
Karine Silva,0,4,3,0,0,5,1,0,67.0,65.0,125.0,1993.0,False,True,False,False,False,karine silva,Karine Silva,https://www.ufc.com/athlete/trevin-dzhayls-0,24,19,5,0,173.0,451.0,1.0,21.0,2.73,2.89,2.37,1.89,52.0,11.0,0.24,543.0,129.0,31.0,13.0,76.0,46.0,51.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/SILVA_KARINE_L_08-16.png?itok=2ReHymRu,karine silva
Erik Silva,2,1,0,0,2,1,2,0,71.0,69.0,145.0,1987.0,False,True,False,False,False,erik silva,Erik Silva,https://www.ufc.com/athlete/erik-silva,12,9,3,0,33.0,47.0,3.0,5.0,2.07,1.57,3.76,0.0,40.0,63.0,0.0,319.0,14.0,7.0,12.0,24.0,6.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/SILVA_ERIK_L_02-24.png?itok=1Q6SDkSl,erik silva
Janaina Silva,0,1,0,0,1,0,1,0,60.0,61.0,115.0,1992.0,False,True,False,False,False,janaina silva,Janaina Silva,https://www.ufc.com/athlete/janaina-silva,1,0,1,0,0.0,3.0,0.0,0.0,0.0,1.5,0.0,0.0,63.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,janaina silva
Jhonata Silva,1,0,0,0,1,0,1,0,66.0,65.0,125.0,1997.0,False,True,False,False,False,jhonata silva,Jhonata Silva,https://www.ufc.com/athlete/jhonata-silva,1,0,1,0,37.0,70.0,0.0,0.0,4.86,9.85,0.0,0.0,44.0,0.0,7.0,0.0,36.0,1.0,0.0,19.0,17.0,1.0,,jhonata silva
Jean Silva,5,1,1,0,1,6,1,0,69.0,67.0,145.0,1996.0,False,True,False,False,False,jean silva,Jean Silva,https://www.ufc.com/athlete/jean-silva,19,16,3,0,287.0,559.0,1.0,4.0,4.79,4.69,0.5,0.75,54.0,79.0,1.25,514.0,241.0,34.0,12.0,199.0,75.0,13.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-02/SILVA_JEAN_L_02-22.png?itok=N-LRXg-5,jean silva
Danny Silva,0,0,4,0,1,3,1,0,70.0,71.0,145.0,1997.0,False,False,False,False,True,danny silva,Danny Silva,https://www.ufc.com/athlete/danny-silva,12,10,2,0,400.0,725.0,4.0,24.0,6.67,7.47,2.0,0.25,61.0,82.0,0.25,900.0,346.0,49.0,5.0,272.0,83.0,45.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-07/SILVA_DANNY_L_08-02.png?itok=WZG1YLmk,danny silva
Douglas Silva de Andrade,3,2,8,0,1,2,1,0,68.0,67.0,135.0,1985.0,False,True,False,False,False,douglas silva de andrade,Douglas Silva de Andrade,https://www.ufc.com/athlete/douglas-silva-de-andrade,35,29,6,0,576.0,1509.0,4.0,14.0,3.54,3.93,0.55,0.18,58.0,73.0,0.55,751.0,531.0,33.0,12.0,301.0,134.0,141.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-02/SILVA_DOUGLAS_L_03-01.png?itok=xKfKDMgT,douglas silva de andrade
Elias Silverio,1,1,3,0,2,3,2,0,73.0,71.0,155.0,1986.0,False,True,False,False,False,elias silverio,Elias Silverio,https://www.ufc.com/athlete/elias-silverio,13,11,2,0,273.0,547.0,0.0,21.0,3.67,2.97,1.62,0.2,52.0,86.0,0.2,892.0,188.0,51.0,34.0,131.0,84.0,58.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/f61db357-ee5c-4b67-ba75-6bdc5a857e9a%252FElias-Silverio_452660_LeftFullBodyImage.png?itok=pQl4Du2-,elias silverio
Sim Kai Xiong,1,0,2,0,1,1,1,0,67.0,66.0,135.0,1997.0,False,True,False,False,False,sim kai xiong,Sim Kai Xiong,https://www.ufc.com/athlete/sim-kai-xiong,3,1,2,0,98.0,230.0,0.0,32.0,2.85,3.64,3.49,0.0,55.0,100.0,0.0,688.0,87.0,11.0,0.0,56.0,16.0,26.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/KAI_XIONG_SIM_L.png?itok=CyIrToHx,sim kai xiong
Jamey Simmons,1,1,0,0,2,0,2,0,70.0,66.0,135.0,1992.0,False,True,False,False,False,jamey simmons,Jamey Simmons,https://www.ufc.com/athlete/jamey-simmons,11,7,4,0,9.0,41.0,0.0,3.0,0.79,1.92,0.0,0.0,75.0,50.0,0.0,343.0,8.0,1.0,0.0,6.0,1.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/71732%252Fprofile-galery%252Ffullbodyleft-picture%252FSIMMONS_JAMEY_L_08-07.png?itok=UwPrJDeC,jamey simmons
Ricky Simon,4,3,9,0,0,5,3,0,69.0,66.0,135.0,1992.0,False,True,False,False,False,ricky simon,Ricky Simon,https://www.ufc.com/athlete/ricky-simon,28,22,6,0,588.0,1335.0,9.0,155.0,2.93,3.72,5.01,0.3,62.0,75.0,0.37,752.0,454.0,57.0,77.0,404.0,96.0,88.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-06/SIMON_RICKY_L_06-14.png?itok=b9xXS6aU,ricky simon
Aaron Simpson,5,0,7,0,1,4,2,0,73.0,72.0,170.0,1974.0,False,True,False,False,False,aaron simpson,Aaron Simpson,https://www.ufc.com/athlete/aaron-simpson,15,11,4,0,457.0,867.0,0.0,92.0,3.6,2.53,3.78,0.47,56.0,83.0,0.83,635.0,165.0,184.0,108.0,256.0,97.0,104.0,,aaron simpson
Wes Sims,3,0,0,0,4,0,4,0,72.0,82.0,260.0,1979.0,False,True,False,False,False,wes sims,Wes Sims,https://www.ufc.com/athlete/wes-sims,35,22,12,1,19.0,37.0,0.0,1.0,0.98,2.95,0.0,2.33,37.0,40.0,0.0,290.0,2.0,5.0,12.0,2.0,17.0,0.0,,wes sims
Tony Sims,1,1,1,0,2,1,2,0,70.0,71.0,155.0,1985.0,False,False,False,True,False,tony sims,Tony Sims,https://www.ufc.com/athlete/tony-sims,16,12,4,0,38.0,60.0,0.0,2.0,1.81,0.76,0.71,0.71,66.0,50.0,0.71,420.0,14.0,1.0,23.0,35.0,2.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/dbe0b933-320f-485a-bd72-72ba2e892c7f%252Ftony-sims_536416_LeftFullBodyImage.png?itok=EhVSamxA,tony sims
Everett Sims,1,0,0,0,1,0,1,0,77.0,77.0,260.0,1988.0,False,False,False,True,False,everett sims,Everett Sims,https://www.ufc.com/athlete/everett-sims,5,4,1,0,10.0,15.0,0.0,0.0,0.81,2.19,0.0,1.22,31.0,43.0,0.0,740.0,4.0,6.0,0.0,4.0,5.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/1ad0fd5c-af20-4927-b930-dc6e171c106f%252FEverett-Sims_635818_LeftFullBodyImage.png?itok=wS8lQLYi,everett sims
Lodune Sincaid,2,1,0,0,3,0,3,0,72.0,69.0,185.0,1973.0,False,True,False,False,False,lodune sincaid,Lodune Sincaid,https://www.ufc.com/athlete/lodune-sincaid,0,0,0,0,37.0,88.0,0.0,2.0,2.72,6.17,0.0,0.0,57.0,75.0,0.0,272.0,28.0,6.0,3.0,8.0,9.0,20.0,,lodune sincaid
Rory Singer,2,1,1,0,2,2,2,0,77.0,74.0,185.0,1976.0,False,True,False,False,False,rory singer,Rory Singer,https://www.ufc.com/athlete/rory-singer,19,12,7,0,97.0,245.0,0.0,4.0,2.55,2.42,0.39,0.79,64.0,65.0,0.0,571.0,50.0,45.0,2.0,60.0,16.0,21.0,,rory singer
Rana Rudra Pratap Singh,1,0,0,0,1,0,1,0,69.0,70.0,135.0,1997.0,False,True,False,False,False,rana rudra pratap singh,Rana Rudra Pratap Singh,https://www.ufc.com/athlete/rana-rudra-pratap-singh,1,0,1,0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/SINGH_RANA_R.png?itok=d1N8phSo,rana rudra pratap singh
Elvis Sinosic,4,1,2,0,6,1,6,0,77.0,75.0,205.0,1971.0,False,True,False,False,False,elvis sinosic,Elvis Sinosic,https://www.ufc.com/athlete/elvis-sinosic,21,8,11,2,55.0,145.0,0.0,1.0,1.13,4.6,0.0,1.23,53.0,0.31,6.0,0.0,43.0,10.0,2.0,19.0,9.0,27.0,,elvis sinosic
Mitchell Sipe,1,0,0,0,1,0,1,0,72.0,74.0,245.0,1996.0,False,True,False,False,False,mitchell sipe,Mitchell Sipe,https://www.ufc.com/athlete/mitchell-sipe,5,4,1,0,54.0,95.0,0.0,5.0,5.5,9.98,1.53,0.0,46.0,0.0,9.0,0.0,46.0,5.0,3.0,30.0,15.0,9.0,,mitchell sipe
Gian Siqueira,0,1,0,0,1,0,1,0,74.0,73.0,170.0,1994.0,False,True,False,False,False,gian siqueira,Gian Siqueira,https://www.ufc.com/athlete/gian-siqueira,1,0,1,0,4.0,4.0,0.0,0.0,0.8,3.41,0.0,0.0,19.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-10/SIQUEIRA_GIAN_R.png?itok=-6_nDkcx,gian siqueira
Jeremia Siregar,1,0,0,0,1,0,1,0,63.0,62.0,125.0,1991.0,False,True,False,False,False,jeremia siregar,Jeremia Siregar,https://www.ufc.com/athlete/jeremia-siregar,1,0,1,0,11.0,26.0,0.0,1.0,2.8,7.37,0.0,0.0,29.0,75.0,0.0,236.0,11.0,0.0,0.0,1.0,2.0,8.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-06/7166777f-4fa7-42bc-be6e-b57c937e9b0e%252FSIREGAR_JEREMIAH_R.png?itok=L2AyuHJT,jeremia siregar
Dennis Siver,6,4,9,1,0,4,2,0,70.0,66.0,145.0,1979.0,False,True,False,False,False,dennis siver,Dennis Siver,https://www.ufc.com/athlete/dennis-siver,34,23,11,0,869.0,2678.0,13.0,40.0,3.87,2.67,0.87,0.33,65.0,65.0,0.47,641.0,737.0,46.0,86.0,494.0,118.0,257.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/df2cfb35-bc59-48c0-a4ee-486b8ca910a8%252FDennis-Siver_364_LeftFullBodyImage.png?itok=Z1k7IrAA,dennis siver
Chas Skelly,3,4,3,2,0,4,1,0,72.0,71.0,145.0,1985.0,False,True,False,False,False,chas skelly,Chas Skelly,https://www.ufc.com/athlete/chas-skelly,22,19,3,0,226.0,555.0,10.0,38.0,2.01,3.21,1.74,2.27,49.0,39.0,0.27,561.0,146.0,54.0,26.0,195.0,25.0,6.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-02/35ef0e31-1029-41d1-9909-483d224cb614%252FSKELLY_CHAS_L_02-19.png?itok=ffOwPuPk,chas skelly
Joe Slick,2,0,0,0,1,1,1,0,72.0,72.0,199.0,1977.0,False,True,False,False,False,joe slick,Joe Slick,https://www.ufc.com/athlete/joe-slick,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,joe slick
